country,continent,region,income_group,year,records,avg_screen_time_hours,avg_social_media_hours,avg_sleep_hours,avg_addiction_score,avg_anxiety_score,avg_depression_score,avg_mental_health_risk,avg_digital_wellbeing,cyberbullying_victim_rate,problematic_use_rate,high_mental_health_risk_rate
Kazakhstan,Asia,Central Asia,Upper-middle,2053,102,7.1571,3.839,7.0624,63.5013,49.4056,39.8041,46.5946,74.2681,0.2157,0.3333,0.0
Kazakhstan,Asia,Central Asia,Upper-middle,2054,103,7.3109,3.8449,6.9838,64.0865,50.0233,39.0554,46.7426,73.4698,0.233,0.2621,0.0
Kazakhstan,Asia,Central Asia,Upper-middle,2055,97,7.542,4.0568,6.9845,64.5041,48.4871,40.4213,46.236,73.014,0.2474,0.3814,0.0103
Kazakhstan,Asia,Central Asia,Upper-middle,2056,90,7.6507,4.1472,7.0288,66.2187,47.6824,42.0494,47.3626,72.8441,0.2,0.3667,0.0
Kazakhstan,Asia,Central Asia,Upper-middle,2057,105,7.5882,3.9295,7.044,64.4927,49.123,38.6125,45.9296,74.0268,0.181,0.3143,0.0
Kazakhstan,Asia,Central Asia,Upper-middle,2058,106,7.7101,4.0737,6.9982,66.1509,50.4864,39.3959,47.4153,73.067,0.1887,0.3962,0.0
Kazakhstan,Asia,Central Asia,Upper-middle,2059,108,7.8513,4.1871,6.7919,67.7074,51.2844,40.9375,47.9202,70.6751,0.25,0.4352,0.0185
Kazakhstan,Asia,Central Asia,Upper-middle,2060,90,7.9574,4.3318,6.8506,67.3543,50.0928,41.3056,48.1539,71.2334,0.2333,0.3556,0.0111
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2015,117,3.3799,1.7902,7.9375,41.5785,37.4866,28.952,34.4372,90.6353,0.0598,0.0085,0.0
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2016,116,3.7481,1.9376,7.9137,42.9261,37.3376,27.8518,34.7984,88.9863,0.1638,0.0345,0.0
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2017,91,3.6241,1.9507,8.0558,43.8741,37.4687,27.991,35.0564,88.9478,0.0769,0.0,0.0
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2018,108,3.8044,2.0974,7.8488,45.257,40.0441,30.4786,36.8803,87.7627,0.1019,0.0093,0.0
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2019,97,3.9986,2.1534,7.7001,45.6413,39.1403,30.7086,36.2987,86.962,0.1753,0.0309,0.0
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2020,119,3.995,2.1817,7.882,46.289,40.2781,29.917,37.0495,86.5258,0.1681,0.0252,0.0
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2021,99,3.8654,2.0168,7.8325,45.0883,38.3053,29.0242,35.9191,88.0504,0.0808,0.0303,0.0
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2022,102,4.1897,2.2323,7.677,46.3808,39.1913,30.4012,37.0104,87.0507,0.0686,0.0098,0.0
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2023,106,4.3005,2.2765,7.706,49.0827,41.5108,32.2508,38.9174,85.1335,0.1038,0.0377,0.0
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2024,122,4.2445,2.262,7.5393,47.5849,40.5543,31.7307,38.0616,85.6168,0.1148,0.0574,0.0
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2025,96,4.3964,2.3737,7.6815,48.1432,39.8776,31.9261,38.2379,85.357,0.1458,0.0104,0.0
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2026,95,4.4973,2.4258,7.8027,48.8386,40.972,30.2602,37.9155,85.5247,0.1474,0.0421,0.0
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2027,108,4.7115,2.5594,7.7244,50.2352,41.8798,29.4994,38.2551,84.8768,0.1204,0.037,0.0
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2028,94,4.5082,2.394,7.6197,48.9167,39.8191,31.6517,37.9647,85.0319,0.1596,0.0319,0.0
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2029,108,4.833,2.6404,7.4778,48.1749,41.5735,31.933,38.6318,84.4847,0.1667,0.037,0.0
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2030,117,4.8121,2.5134,7.5753,49.1676,39.8321,33.4726,38.632,84.8923,0.1282,0.0342,0.0
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2031,109,4.9177,2.585,7.8366,51.1254,40.218,31.365,38.3979,84.4517,0.1376,0.0183,0.0
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2032,89,4.9856,2.6925,7.6489,50.7426,40.5718,32.4013,38.8956,84.1328,0.1124,0.1011,0.0
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2033,104,5.1642,2.7413,7.5397,51.377,43.0745,32.9563,40.1816,82.7664,0.1442,0.0385,0.0
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2034,87,5.2628,2.752,7.5923,51.2543,41.5405,32.1577,39.4453,83.807,0.1494,0.023,0.0
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2035,130,5.4524,2.9285,7.5012,52.9773,42.9,34.4333,40.6081,81.4898,0.1923,0.0308,0.0
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2036,107,5.43,2.9431,7.5475,53.5434,43.0169,32.377,39.561,82.1193,0.1495,0.0841,0.0
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2037,84,5.4538,2.9244,7.4768,52.0571,43.7873,33.1114,40.4875,81.7782,0.2143,0.0833,0.0
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2038,119,5.6161,2.9925,7.3729,53.3882,43.8363,33.4939,40.7839,81.7244,0.1597,0.0756,0.0
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2039,105,5.6147,2.9417,7.6027,54.6351,41.8767,34.4077,40.5991,81.0501,0.1905,0.0762,0.0
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2040,115,5.7937,2.9951,7.4379,54.7037,45.0115,33.6996,40.967,80.6715,0.2,0.087,0.0
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2041,134,5.8904,3.1938,7.3842,56.7434,46.1339,36.8445,42.9834,78.874,0.2164,0.1716,0.0
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2042,99,5.9795,3.2792,7.1678,58.4678,45.9438,36.5033,43.0025,77.7039,0.2121,0.1717,0.0
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2043,100,5.9656,3.3047,7.2547,58.61,46.162,38.2258,43.9105,77.8567,0.18,0.13,0.0
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2044,112,6.0016,3.1821,7.3221,55.8347,43.7051,33.7932,40.9442,80.0219,0.1429,0.1161,0.0
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2045,95,6.1725,3.3045,7.2689,57.9654,45.7761,36.0394,42.9217,78.0638,0.2316,0.2211,0.0
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2046,125,6.1269,3.2454,7.3224,57.6367,45.9534,36.1253,43.0682,78.8081,0.184,0.136,0.008
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2047,96,6.4351,3.2685,7.3529,57.3695,45.3275,35.4346,42.7015,78.6358,0.2188,0.1667,0.0
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2048,100,6.6179,3.5504,7.3163,61.8087,48.7747,36.6123,45.032,76.0389,0.2,0.28,0.0
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2049,86,6.682,3.4443,7.1747,59.9226,47.4734,37.6427,44.7177,76.468,0.2209,0.2209,0.0
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2050,109,6.7768,3.6056,7.1507,60.8206,45.5955,39.6673,44.5365,76.0924,0.2018,0.211,0.0
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2051,100,6.8557,3.663,7.1196,62.1115,47.3527,38.1692,44.7368,74.7121,0.24,0.22,0.0
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2052,102,6.9414,3.7431,7.1124,63.7836,48.1634,40.0727,46.5935,73.674,0.2647,0.3039,0.0098
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2053,103,6.8983,3.7271,7.0802,63.5488,47.9815,38.3616,45.9915,73.9049,0.2524,0.301,0.0
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2054,92,6.982,3.8837,7.0815,63.7495,48.5984,39.501,46.1033,74.1749,0.2609,0.3261,0.0
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2055,110,7.3476,3.838,6.8505,63.1058,49.9255,40.9443,46.8636,73.9615,0.2091,0.3273,0.0091
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2056,105,7.0905,3.9066,7.0714,63.359,47.9124,39.7404,45.6959,75.3539,0.1333,0.2667,0.0
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2057,102,7.5104,4.0415,6.8981,66.7074,49.9974,41.7811,47.8678,72.0511,0.2157,0.3824,0.0
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2058,104,7.2431,4.013,6.9355,66.139,50.4975,40.5713,47.3624,72.4946,0.2212,0.3942,0.0096
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2059,112,7.4429,3.9141,6.9829,64.9421,49.8428,41.3084,47.0893,72.463,0.2946,0.3125,0.0
Kenya,Africa,Sub-Saharan Africa,Lower-middle,2060,113,7.8127,4.2405,6.9459,67.9896,49.9458,40.0863,48.1,71.2138,0.2655,0.4248,0.0088
Kuwait,Asia,Middle East,High,2015,106,3.8704,1.9898,7.8163,43.9979,37.7138,29.0421,35.7678,88.2667,0.1132,0.0,0.0
Kuwait,Asia,Middle East,High,2016,99,4.1714,2.1965,7.946,46.5514,37.9218,30.5246,36.7435,86.8242,0.1919,0.0202,0.0
Kuwait,Asia,Middle East,High,2017,95,4.0571,2.1392,7.6448,45.9197,40.7897,28.0235,36.3994,87.2973,0.1053,0.0211,0.0
Kuwait,Asia,Middle East,High,2018,105,4.054,2.195,7.9292,46.566,39.8139,30.3637,36.9193,86.8527,0.1714,0.019,0.0
Kuwait,Asia,Middle East,High,2019,115,4.1605,2.2851,7.6613,45.8925,38.0677,30.4244,36.6902,87.3052,0.0609,0.0174,0.0
Kuwait,Asia,Middle East,High,2020,112,4.3009,2.3041,7.8597,47.3571,39.4155,30.3446,37.598,86.5162,0.1071,0.0536,0.0
Kuwait,Asia,Middle East,High,2021,110,4.324,2.275,7.7773,49.0354,40.544,30.8057,37.6214,85.9215,0.0909,0.0182,0.0
Kuwait,Asia,Middle East,High,2022,98,4.619,2.501,7.6782,49.6436,41.1247,31.8978,38.1955,84.7304,0.1429,0.0408,0.0
Kuwait,Asia,Middle East,High,2023,107,4.8392,2.673,7.6006,50.8173,43.1786,31.9389,39.341,83.203,0.1589,0.0561,0.0
Kuwait,Asia,Middle East,High,2024,93,4.8251,2.5154,7.51,49.7551,42.1538,32.9029,39.1902,84.3786,0.1075,0.0108,0.0
Kuwait,Asia,Middle East,High,2025,102,4.7924,2.508,7.5686,50.0475,42.6099,32.2855,39.3753,83.7017,0.1569,0.0686,0.0
Kuwait,Asia,Middle East,High,2026,97,5.0289,2.7869,7.4563,50.8519,42.4574,33.4489,39.8511,83.0602,0.1856,0.0515,0.0
Kuwait,Asia,Middle East,High,2027,110,5.2048,2.8157,7.3945,52.3614,43.2317,34.1807,40.1331,82.1845,0.1727,0.0545,0.0
Kuwait,Asia,Middle East,High,2028,103,5.0021,2.7131,7.5955,51.4309,42.6851,31.969,39.2468,83.4196,0.1262,0.0777,0.0
Kuwait,Asia,Middle East,High,2029,97,5.1833,2.7555,7.5556,51.4174,41.7609,33.4041,39.3529,83.5232,0.1134,0.0928,0.0
Kuwait,Asia,Middle East,High,2030,101,5.3883,2.985,7.6814,54.2637,44.2947,33.8314,41.2444,81.3624,0.1782,0.1287,0.0
Kuwait,Asia,Middle East,High,2031,95,5.5749,2.9475,7.5154,53.2977,42.1034,33.0636,40.1687,81.9893,0.1368,0.0842,0.0
Kuwait,Asia,Middle East,High,2032,106,5.6293,2.9214,7.5555,54.0754,42.8661,34.0869,40.4698,81.3839,0.1792,0.0472,0.0
Kuwait,Asia,Middle East,High,2033,106,5.4341,2.8681,7.4408,51.5308,43.1135,33.238,39.7785,81.8627,0.2453,0.0377,0.0
Kuwait,Asia,Middle East,High,2034,100,5.5967,2.994,7.3309,54.4538,43.1453,33.4194,40.4122,80.2016,0.25,0.08,0.0
Kuwait,Asia,Middle East,High,2035,125,5.6932,3.0388,7.3486,54.2891,44.5395,34.5263,41.4264,80.7766,0.192,0.08,0.0
Kuwait,Asia,Middle East,High,2036,100,5.906,3.1816,7.3361,55.9134,44.5201,37.1204,42.6631,79.2781,0.21,0.12,0.0
Kuwait,Asia,Middle East,High,2037,103,5.8102,3.1074,7.2651,55.0876,44.7479,34.983,41.3238,80.2591,0.165,0.1359,0.0
Kuwait,Asia,Middle East,High,2038,113,5.9197,3.1835,7.3893,56.249,45.1555,34.3462,41.5719,79.7202,0.177,0.1593,0.0
Kuwait,Asia,Middle East,High,2039,110,6.1095,3.3063,7.4009,56.9465,46.4172,34.6886,43.0349,78.4399,0.2273,0.1636,0.0
Kuwait,Asia,Middle East,High,2040,94,6.0278,3.201,7.2631,57.3612,46.6732,36.336,43.3845,78.2352,0.1915,0.1277,0.0
Kuwait,Asia,Middle East,High,2041,116,6.1408,3.1311,7.4161,56.3936,45.1633,34.1207,41.916,79.5558,0.1897,0.1638,0.0
Kuwait,Asia,Middle East,High,2042,111,6.22,3.3053,7.1286,57.0644,46.9804,37.2797,43.5895,78.47,0.1622,0.1622,0.0
Kuwait,Asia,Middle East,High,2043,95,6.5075,3.5081,7.2463,59.8301,46.9049,37.1797,43.9887,77.7875,0.1263,0.2,0.0
Kuwait,Asia,Middle East,High,2044,123,6.5549,3.6028,7.1465,60.825,46.0762,37.5454,44.513,75.6711,0.2195,0.187,0.0
Kuwait,Asia,Middle East,High,2045,117,6.7297,3.5715,7.1975,59.5355,46.5479,36.9592,44.1119,76.5597,0.2222,0.2308,0.0
Kuwait,Asia,Middle East,High,2046,93,6.7319,3.5051,7.0981,59.681,47.2205,38.1483,44.1544,76.9742,0.1828,0.129,0.0
Kuwait,Asia,Middle East,High,2047,110,6.7646,3.5444,7.1277,60.0003,44.8795,38.1105,43.9215,76.8608,0.1636,0.1818,0.0
Kuwait,Asia,Middle East,High,2048,103,6.8817,3.6633,7.2433,62.6821,49.3167,37.2163,45.504,75.0933,0.2524,0.2524,0.0
Kuwait,Asia,Middle East,High,2049,124,7.066,3.8798,7.0815,63.2878,47.6568,38.9082,45.9294,74.2957,0.2177,0.3387,0.0
Kuwait,Asia,Middle East,High,2050,113,7.0758,3.7902,7.1544,63.6996,49.3421,36.9717,45.9618,74.5297,0.1593,0.292,0.0
Kuwait,Asia,Middle East,High,2051,111,7.2768,3.9299,7.0427,62.9105,46.8535,38.9955,45.3859,74.3987,0.2523,0.2703,0.0
Kuwait,Asia,Middle East,High,2052,96,7.1842,3.9192,6.8569,63.3955,48.4485,40.9497,46.4414,74.5209,0.1875,0.3438,0.0
Kuwait,Asia,Middle East,High,2053,83,7.5096,3.9893,7.0264,64.9539,49.572,40.4558,47.1501,73.5317,0.2289,0.3855,0.0
Kuwait,Asia,Middle East,High,2054,90,7.4231,4.0031,6.9757,65.4626,47.8552,39.6719,46.5339,72.5542,0.2889,0.3667,0.0
Kuwait,Asia,Middle East,High,2055,95,7.5538,4.0623,6.9433,65.1456,48.4698,38.1801,46.2734,73.7954,0.1684,0.3053,0.0
Kuwait,Asia,Middle East,High,2056,98,7.822,4.0833,7.0069,67.1286,48.1026,40.41,47.2151,72.2704,0.2041,0.3776,0.0
Kuwait,Asia,Middle East,High,2057,106,7.8873,4.1859,6.8928,67.4561,48.7159,40.1884,47.8049,71.523,0.217,0.4151,0.0
Kuwait,Asia,Middle East,High,2058,129,7.9951,4.2458,6.7662,68.3753,52.7855,42.1517,49.1672,70.1589,0.3023,0.4419,0.0
Kuwait,Asia,Middle East,High,2059,101,7.9698,4.2334,6.9108,67.4771,49.5145,42.0975,48.5918,71.2185,0.2079,0.4554,0.0099
Kuwait,Asia,Middle East,High,2060,99,8.2211,4.3553,6.779,69.7176,53.4194,44.5599,50.3956,69.3292,0.2424,0.4242,0.0101
Lebanon,Asia,Middle East,Lower-middle,2015,122,3.3762,1.7918,7.9145,43.0353,39.2948,29.1042,35.3393,89.0898,0.123,0.0,0.0
Lebanon,Asia,Middle East,Lower-middle,2016,89,3.6055,1.9503,7.9521,44.2424,37.6138,29.6658,35.5196,88.4569,0.1236,0.0112,0.0
Lebanon,Asia,Middle East,Lower-middle,2017,97,3.7235,1.9644,7.9709,44.7967,37.3613,30.7634,35.8023,87.6932,0.1856,0.0,0.0
Lebanon,Asia,Middle East,Lower-middle,2018,101,3.7111,2.0286,7.873,45.1744,36.4159,29.9129,35.3601,88.0693,0.1584,0.0099,0.0
Lebanon,Asia,Middle East,Lower-middle,2019,105,4.0003,2.2308,7.844,45.6442,38.9667,29.413,35.9687,87.3501,0.1333,0.019,0.0
Lebanon,Asia,Middle East,Lower-middle,2020,103,4.2558,2.2795,7.7362,46.9827,39.641,30.4898,37.635,86.1916,0.1456,0.0097,0.0
Lebanon,Asia,Middle East,Lower-middle,2021,91,4.087,2.1937,7.806,46.4442,38.7714,28.8765,36.2214,86.9404,0.1319,0.022,0.0
Lebanon,Asia,Middle East,Lower-middle,2022,82,4.2607,2.2956,7.9101,45.6171,38.6555,28.699,36.3283,87.2033,0.1098,0.0,0.0
Lebanon,Asia,Middle East,Lower-middle,2023,95,3.946,2.1651,7.7348,45.9781,39.45,30.6051,36.9804,87.1045,0.1053,0.0211,0.0
Lebanon,Asia,Middle East,Lower-middle,2024,115,4.3557,2.3205,7.6448,47.5799,40.8977,32.4085,38.5893,85.547,0.1217,0.0261,0.0
Lebanon,Asia,Middle East,Lower-middle,2025,107,4.5364,2.4948,7.736,49.2127,41.1459,31.1172,37.8962,84.785,0.1963,0.0374,0.0
Lebanon,Asia,Middle East,Lower-middle,2026,100,4.5827,2.4923,7.7297,49.2507,40.1882,30.9332,38.0223,84.3738,0.15,0.08,0.0
Lebanon,Asia,Middle East,Lower-middle,2027,109,4.3743,2.3683,7.6172,47.9339,41.7436,31.1595,37.8628,86.0069,0.1009,0.0275,0.0
Lebanon,Asia,Middle East,Lower-middle,2028,107,4.7407,2.5879,7.5347,49.9619,42.2379,31.4868,38.7511,83.5583,0.1682,0.028,0.0
Lebanon,Asia,Middle East,Lower-middle,2029,89,4.8145,2.5469,7.6396,50.6978,40.8603,32.2261,38.7337,83.8213,0.2135,0.0225,0.0
Lebanon,Asia,Middle East,Lower-middle,2030,102,4.7315,2.4283,7.6161,49.3285,40.9665,32.3593,38.2638,84.4298,0.1373,0.0686,0.0
Lebanon,Asia,Middle East,Lower-middle,2031,108,4.7829,2.5908,7.7091,49.9472,42.0528,30.8654,38.8927,84.6527,0.1296,0.0648,0.0
Lebanon,Asia,Middle East,Lower-middle,2032,105,5.1097,2.7236,7.4963,51.7352,43.0325,31.9484,39.6485,82.3439,0.1524,0.0571,0.0
Lebanon,Asia,Middle East,Lower-middle,2033,99,5.0961,2.7373,7.6724,51.5955,39.4438,32.1756,38.6005,83.4846,0.1717,0.0404,0.0
Lebanon,Asia,Middle East,Lower-middle,2034,98,5.1409,2.7817,7.4978,52.3139,44.2556,33.3977,40.6739,81.9436,0.2041,0.0918,0.0
Lebanon,Asia,Middle East,Lower-middle,2035,100,5.3934,2.7946,7.3452,53.9922,42.5823,35.0678,40.6891,81.4508,0.17,0.09,0.0
Lebanon,Asia,Middle East,Lower-middle,2036,116,5.3625,2.9187,7.4859,54.4458,42.5617,33.7909,40.6399,81.1487,0.2241,0.0603,0.0
Lebanon,Asia,Middle East,Lower-middle,2037,91,5.3224,2.9858,7.4331,54.8449,46.182,33.0695,41.571,80.2248,0.1868,0.0879,0.0
Lebanon,Asia,Middle East,Lower-middle,2038,103,5.6512,3.0295,7.4515,54.6969,43.584,33.8873,41.2352,80.5417,0.1845,0.1068,0.0
Lebanon,Asia,Middle East,Lower-middle,2039,83,5.7502,2.9813,7.4102,53.8324,42.889,33.4734,40.9824,81.154,0.2048,0.0964,0.0
Lebanon,Asia,Middle East,Lower-middle,2040,97,5.7625,2.9306,7.3065,54.4725,44.1522,36.9078,41.96,80.5099,0.1753,0.0825,0.0
Lebanon,Asia,Middle East,Lower-middle,2041,103,6.0682,3.25,7.2983,58.4743,44.1078,37.474,42.9358,78.7854,0.1359,0.2136,0.0
Lebanon,Asia,Middle East,Lower-middle,2042,94,6.0685,3.1606,7.2686,57.2627,44.0927,35.4997,42.418,78.7367,0.1596,0.1596,0.0
Lebanon,Asia,Middle East,Lower-middle,2043,102,6.2175,3.3578,7.2878,57.9889,46.0625,34.1527,42.8229,78.8975,0.1667,0.2059,0.0
Lebanon,Asia,Middle East,Lower-middle,2044,108,6.2705,3.5024,7.1873,59.5094,47.1457,38.1623,44.1233,77.0886,0.213,0.2037,0.0
Lebanon,Asia,Middle East,Lower-middle,2045,78,6.0944,3.309,7.2786,58.9858,46.6451,36.8229,43.8808,77.3979,0.2051,0.2051,0.0
Lebanon,Asia,Middle East,Lower-middle,2046,94,6.3556,3.5104,7.3206,59.9696,45.1972,36.8736,43.6881,77.1084,0.2234,0.1489,0.0
Lebanon,Asia,Middle East,Lower-middle,2047,96,6.376,3.3785,7.3514,60.3112,45.7792,39.0809,44.4528,76.8026,0.1979,0.1979,0.0
Lebanon,Asia,Middle East,Lower-middle,2048,86,6.6586,3.5874,7.1057,60.0852,47.5302,37.3541,43.928,77.1686,0.1628,0.1628,0.0
Lebanon,Asia,Middle East,Lower-middle,2049,89,6.652,3.5738,7.2209,61.0342,45.6976,36.3408,43.7135,76.912,0.1461,0.2472,0.0
Lebanon,Asia,Middle East,Lower-middle,2050,119,6.5224,3.6093,7.1013,61.0367,47.3428,38.6944,45.2548,75.811,0.2101,0.2689,0.0
Lebanon,Asia,Middle East,Lower-middle,2051,103,6.7884,3.465,7.1856,59.4255,46.5942,37.3523,44.1236,76.8389,0.233,0.233,0.0
Lebanon,Asia,Middle East,Lower-middle,2052,105,6.8873,3.6886,7.1286,61.9201,46.8275,37.1118,44.5366,74.9098,0.2571,0.2381,0.0
Lebanon,Asia,Middle East,Lower-middle,2053,98,7.12,3.8464,7.1733,62.2703,47.5245,38.615,45.2713,75.2394,0.2041,0.2653,0.0
Lebanon,Asia,Middle East,Lower-middle,2054,88,7.2853,3.9727,6.9536,65.4041,49.8049,40.0278,47.2211,72.7581,0.1932,0.3295,0.0
Lebanon,Asia,Middle East,Lower-middle,2055,99,7.218,3.9501,6.9715,64.0355,48.4457,38.9364,46.3289,73.109,0.2626,0.2828,0.0
Lebanon,Asia,Middle East,Lower-middle,2056,91,7.151,3.7648,7.0122,61.7853,48.3178,39.043,45.4985,74.84,0.2308,0.2747,0.0
Lebanon,Asia,Middle East,Lower-middle,2057,105,7.3708,3.9435,6.9992,64.2487,48.7829,41.3791,47.057,73.0197,0.2381,0.3143,0.0
Lebanon,Asia,Middle East,Lower-middle,2058,99,7.5132,3.9802,7.051,64.7369,50.2637,38.6932,46.5446,73.3199,0.2222,0.3636,0.0
Lebanon,Asia,Middle East,Lower-middle,2059,119,7.6039,4.1367,6.974,66.2511,50.0194,40.6611,47.4537,71.6951,0.2437,0.3866,0.0
Lebanon,Asia,Middle East,Lower-middle,2060,104,7.7916,4.1449,7.0209,68.145,49.1839,41.9629,48.038,71.892,0.1827,0.4231,0.0
Libya,Africa,North Africa,Upper-middle,2015,107,3.5759,1.9852,7.8789,43.8416,37.9509,27.484,34.9643,88.0691,0.1682,0.0187,0.0
Libya,Africa,North Africa,Upper-middle,2016,88,3.6156,1.917,7.9498,42.8422,37.6407,27.6651,35.0406,89.3851,0.125,0.0,0.0
Libya,Africa,North Africa,Upper-middle,2017,99,3.7885,2.0281,7.7542,44.7175,38.4253,29.8532,35.761,87.8994,0.101,0.0202,0.0
Libya,Africa,North Africa,Upper-middle,2018,93,3.9394,2.1233,7.7949,44.8971,39.9963,29.8782,36.3416,87.1773,0.1613,0.0215,0.0
Libya,Africa,North Africa,Upper-middle,2019,112,4.2586,2.2404,7.7812,45.0963,38.4994,29.8257,36.4902,87.2195,0.1518,0.0179,0.0
Libya,Africa,North Africa,Upper-middle,2020,122,4.1434,2.2206,7.7252,45.0788,39.148,30.6575,36.2834,87.2872,0.1148,0.0082,0.0
Libya,Africa,North Africa,Upper-middle,2021,108,4.3137,2.2823,7.683,45.827,38.082,30.2921,36.3634,86.9598,0.1019,0.0185,0.0
Libya,Africa,North Africa,Upper-middle,2022,102,4.248,2.2733,7.8554,46.0512,40.1574,29.332,36.6045,86.9859,0.1078,0.0392,0.0
Libya,Africa,North Africa,Upper-middle,2023,108,4.341,2.3261,7.6821,47.0804,41.1431,31.5544,37.8145,85.6631,0.1389,0.0093,0.0
Libya,Africa,North Africa,Upper-middle,2024,109,4.5261,2.3968,7.6581,47.4364,40.0828,31.1945,37.2544,86.06,0.1193,0.0275,0.0
Libya,Africa,North Africa,Upper-middle,2025,103,4.7773,2.6479,7.6889,51.3217,40.9255,32.6613,38.9168,83.7926,0.1359,0.0485,0.0
Libya,Africa,North Africa,Upper-middle,2026,111,4.7015,2.4752,7.6283,48.7381,41.2394,30.7741,38.1393,85.2971,0.1351,0.0901,0.0
Libya,Africa,North Africa,Upper-middle,2027,128,4.6077,2.4816,7.684,49.2422,40.9522,31.7633,38.2737,84.4711,0.1562,0.0547,0.0
Libya,Africa,North Africa,Upper-middle,2028,102,4.8194,2.588,7.7162,49.947,40.9627,31.5053,38.3597,84.3384,0.1373,0.0392,0.0
Libya,Africa,North Africa,Upper-middle,2029,110,5.1952,2.8727,7.702,51.6362,42.0215,31.4191,38.6369,82.8811,0.1909,0.0455,0.0
Libya,Africa,North Africa,Upper-middle,2030,106,4.8788,2.6487,7.5646,51.262,42.1461,32.0495,39.4888,82.8855,0.1698,0.0377,0.0
Libya,Africa,North Africa,Upper-middle,2031,99,5.2761,2.8566,7.5319,52.757,43.3364,32.9384,39.9319,82.3754,0.1717,0.0404,0.0
Libya,Africa,North Africa,Upper-middle,2032,97,5.1175,2.817,7.4459,52.6633,43.8665,34.2949,40.8086,82.0468,0.1443,0.0412,0.0
Libya,Africa,North Africa,Upper-middle,2033,92,5.4614,2.9276,7.3125,53.0621,43.9929,34.3788,41.0707,81.3262,0.1739,0.0543,0.0
Libya,Africa,North Africa,Upper-middle,2034,116,5.4639,3.0248,7.459,54.0322,43.5882,34.8073,41.0569,81.3157,0.1983,0.1121,0.0
Libya,Africa,North Africa,Upper-middle,2035,100,5.4523,2.9958,7.3005,53.9068,44.185,35.1157,41.1116,80.6044,0.18,0.07,0.0
Libya,Africa,North Africa,Upper-middle,2036,99,5.8431,3.1633,7.4859,55.1553,43.6893,34.2575,41.4248,80.6165,0.1818,0.101,0.0
Libya,Africa,North Africa,Upper-middle,2037,94,5.6681,2.9678,7.4132,55.4631,44.0427,33.4553,41.3001,79.9805,0.1702,0.1064,0.0
Libya,Africa,North Africa,Upper-middle,2038,98,5.7255,3.0485,7.3768,54.8924,43.599,33.6534,40.8927,80.6704,0.1939,0.0816,0.0
Libya,Africa,North Africa,Upper-middle,2039,113,5.8456,3.1651,7.4285,54.9209,44.555,35.4442,41.888,80.1421,0.2389,0.0885,0.0
Libya,Africa,North Africa,Upper-middle,2040,105,5.9337,3.1984,7.3451,56.2261,44.144,34.8982,41.8204,79.0838,0.1714,0.1143,0.0
Libya,Africa,North Africa,Upper-middle,2041,105,6.029,3.1624,7.3732,55.5517,43.1438,35.4047,41.1971,80.3673,0.1524,0.0857,0.0
